33.33	25.9659	0.500000	26.5169
100	23.791	0.500000	24.0315
200	22.0057	0.500000	20.2889
300	16.5212	0.500000	16.331
400	11.94	0.500000	12.3653
533.3	6.99995	0.500000	7.9077
666.7	4.72585	0.500000	4.6288
800	2.01597	0.500000	2.30222
900	1.35988	0.500000	1.01033
1000	0.057106	0.500000	0
