33.33	13.0311	0.500000	14.215
100	13.0764	0.500000	12.6572
200	10.7303	0.500000	10.3261
300	8.14234	0.500000	8.00477
400	6.03611	0.500000	5.89936
533.3	3.69446	0.500000	3.69301
666.7	2.10517	0.500000	2.13598
800	1.20921	0.500000	1.05473
900	0.536268	0.500000	0.461186
1000	-0.113982	0.500000	0
