33.33	3.53284	0.500000	3.50825
100	2.97746	0.500000	2.95671
200	1.68035	0.500000	1.82237
300	0.886122	0.500000	1.01435
400	0.646939	0.500000	0.588648
533.3	0.302989	0.500000	0.301407
666.7	0.226568	0.500000	0.154592
800	0.091569	0.500000	0.070795
900	0.027268	0.500000	0.029771
1000	0.074771	0.500000	0
