33.33	2.10999	0.500000	2.21053
100	1.80189	0.500000	1.67378
200	1.02154	0.500000	0.892985
300	0.584161	0.500000	0.473732
400	0.371194	0.500000	0.269743
533.3	0.240568	0.500000	0.136574
666.7	0.037761	0.500000	0.069676
800	-0.064176	0.500000	0.031815
900	-0.098983	0.500000	0.01336
1000	-0.23174	0.500000	0
